0|74|0|QLAVA|3558.4|-1843.2|30|47.815|47.815|30
0|74|0|QLAVA|3712.0|-1843.2|30|61.088|61.088|30
0|74|0|QLAVA|3865.6|-1843.2|30|27.767|27.767|30
0|74|0|QLAVA|2944.0|-1689.6|30|18.39|18.39|30
0|74|0|QLAVA|3097.6|-1689.6|30|62.527|62.527|30
0|74|0|QLAVA|3251.2|-1689.6|30|106.664|106.664|30
0|74|0|QLAVA|3404.8|-1689.6|30|80.954|80.954|30
0|74|0|QLAVA|3558.4|-1689.6|30|32.382|32.382|30
0|74|0|QLAVA|3712.0|-1689.6|30|55.88|55.88|30
0|74|0|QLAVA|3865.6|-1689.6|30|93.134|93.134|30
0|74|0|QLAVA|4019.2|-1689.6|30|112|112|30
0|74|0|QLAVA|4172.8|-1689.6|30|111.068|111.068|30
0|74|0|QLAVA|4326.4|-1689.6|30|77.748|77.748|30
0|74|0|QLAVA|4480.0|-1689.6|30|44.427|44.427|30
0|74|0|QLAVA|2483.2|-1536.0|30|33.102|33.102|30
0|74|0|QLAVA|2636.8|-1536.0|30|77.239|77.239|30
0|74|0|QLAVA|2790.4|-1536.0|30|112|112|30
0|74|0|QLAVA|2944.0|-1536.0|30|80.954|80.954|30
0|74|0|QLAVA|3097.6|-1536.0|30|32.382|32.382|30
0|74|0|QLAVA|4172.8|-1536.0|30|18.627|18.627|30
0|74|0|QLAVA|4326.4|-1536.0|30|55.88|55.88|30
0|74|0|QLAVA|4480.0|-1536.0|30|93.134|93.134|30
0|74|0|QLAVA|4633.6|-1536.0|30|60.271|60.271|30
0|74|0|QLAVA|2329.6|-1382.4|30|81.459|81.459|30
0|74|0|QLAVA|2483.2|-1382.4|30|80.954|80.954|30
0|74|0|QLAVA|2636.8|-1382.4|30|32.382|32.382|30
0|74|0|QLAVA|4633.6|-1382.4|30|25.6|25.6|30
0|74|0|QLAVA|4787.2|-1382.4|30|70.604|70.604|30
0|74|0|QLAVA|2176.0|-1228.8|30|81.459|81.459|30
0|74|0|QLAVA|2329.6|-1228.8|30|36.204|36.204|30
0|74|0|QLAVA|4633.6|-1228.8|30|25.6|25.6|30
0|74|0|QLAVA|4787.2|-1228.8|30|67.755|67.755|30
0|74|0|QLAVA|2022.4|-1075.2|30|81.459|81.459|30
0|74|0|QLAVA|2176.0|-1075.2|30|36.204|36.204|30
0|74|0|QLAVA|4633.6|-1075.2|30|25.6|25.6|30
0|74|0|QLAVA|4787.2|-1075.2|30|60.085|60.085|30
0|74|0|QLAVA|1868.8|-921.6|30|49.694|49.694|30
0|74|0|QLAVA|2022.4|-921.6|30|36.204|36.204|30
0|74|0|QLAVA|4633.6|-921.6|30|25.6|25.6|30
0|74|0|QLAVA|4787.2|-921.6|30|52.415|52.415|30
0|74|0|QLAVA|2022.4|-768.0|30|80.141|80.141|30
0|74|0|QLAVA|4633.6|-768.0|30|92.302|92.302|30
0|74|0|QLAVA|4787.2|-768.0|30|35.999|35.999|30
0|74|0|QLAVA|2022.4|-614.4|30|40.659|40.659|30
0|74|0|QLAVA|2176.0|-614.4|30|11.449|11.449|30
0|74|0|QLAVA|4480.0|-614.4|30|49.701|49.701|30
0|74|0|QLAVA|4633.6|-614.4|30|67.999|67.999|30
0|74|0|QLAVA|2176.0|-460.8|30|80.141|80.141|30
0|74|0|QLAVA|4480.0|-460.8|30|99.998|99.998|30
0|74|0|QLAVA|2176.0|-307.2|30|31.624|31.624|30
0|74|0|QLAVA|2329.6|-307.2|30|11.449|11.449|30
0|74|0|QLAVA|4326.4|-307.2|30|92.302|92.302|30
0|74|0|QLAVA|4480.0|-307.2|30|8.571|8.571|30
0|74|0|QLAVA|2329.6|-153.6|30|80.141|80.141|30
0|74|0|QLAVA|4172.8|-153.6|30|49.701|49.701|30
0|74|0|QLAVA|4326.4|-153.6|30|40.571|40.571|30
0|74|0|QLAVA|2329.6|0.0|30|10.084|10.084|30
0|74|0|QLAVA|2483.2|0.0|30|70.59|70.59|30
0|74|0|QLAVA|2636.8|0.0|30|42.784|42.784|30
0|74|0|QLAVA|3712.0|0.0|30|31.045|31.045|30
0|74|0|QLAVA|3865.6|0.0|30|68.298|68.298|30
0|74|0|QLAVA|4019.2|0.0|30|105.552|105.552|30
0|74|0|QLAVA|4172.8|0.0|30|72.57|72.57|30
0|74|0|QLAVA|2790.4|153.6|30|50.422|50.422|30
0|74|0|QLAVA|2944.0|153.6|30|71.307|71.307|30
0|74|0|QLAVA|3097.6|153.6|30|31.045|31.045|30
0|74|0|QLAVA|3251.2|153.6|30|68.298|68.298|30
0|74|0|QLAVA|3404.8|153.6|30|105.552|105.552|30
0|74|0|QLAVA|3558.4|153.6|30|112|112|30
0|74|0|QLAVA|3712.0|153.6|30|78.513|78.513|30
0|74|0|QLAVA|3865.6|153.6|30|35.688|35.688|30
0|74|0|QLAVA|3097.6|307.2|30|30.253|30.253|30
0|74|0|QLAVA|3251.2|307.2|30|59.48|59.48|30
0|74|0|QLAVA|3404.8|307.2|30|16.654|16.654|30
0|74|0|QLAVA|3010.299|-1720.337|30|8.0|8.0|30
1|3000|2|LAVA|4783.808|-1437.655|63.964|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|191.893|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|319.821|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|447.75|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|575.679|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|703.607|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|831.536|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|959.464|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|1087.393|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|1215.321|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|1343.25|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|1471.179|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|1599.107|97.792|93.011|70.361
1|3000|2|LAVA|4783.808|-1437.655|1727.036|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|63.964|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|191.893|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|319.821|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|447.75|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|575.679|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|703.607|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|831.536|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|959.464|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|1087.393|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|1215.321|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|1343.25|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|1471.179|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|1599.107|97.792|93.011|70.361
1|3000|2|LAVA|4666.474|-1544.322|1727.036|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|63.964|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|191.893|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|319.821|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|447.75|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|575.679|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|703.607|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|831.536|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|959.464|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|1087.393|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|1215.321|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|1343.25|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|1471.179|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|1599.107|97.792|93.011|70.361
1|3000|2|LAVA|4549.141|-1650.989|1727.036|97.792|93.011|70.361
1|3002|2|LAVA|3586.084|-1868.016|64.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|192.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|320.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|448.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|576.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|704.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|832.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|960.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|1088.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|1216.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|1344.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|1472.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|1600.0|101.64|58.384|70.4
1|3002|2|LAVA|3586.084|-1868.016|1728.0|101.64|58.384|70.4
1|3002|2|LAVA|3443.862|-1825.35|64.0|101.64|58.384|70.4
1|3002|2|LAVA|3443.862|-1825.35|192.0|101.64|58.384|70.4
1|3002|2|LAVA|3443.862|-1825.35|320.0|101.64|58.384|70.4
1|3002|2|LAVA|3443.862|-1825.35|448.0|101.64|58.384|70.4
1|3002|2|LAVA|3443.862|-1825.35|576.0|101.64|58.384|70.4
1|3002|2|LAVA|3443.862|-1825.35|704.0|101.64|58.384|70.4
1|3002|2|LAVA|3443.862|-1825.35|832.0|101.64|58.384|70.4
1|3002|2|LAVA|3443.862|-1825.35|960.0|101.64|58.384|70.4
